church_name,denomination,family,address,city_state,zip,phone,website,page_url,irs_ein,irs_address,irs_city,irs_state,irs_zip
Vintage City Church,Non-Denominational / Independent,Other Churches,"2000 SE Catawba Valley Boulevard, Hickory, NC 28602","2000 SE Catawba Valley Boulevard, Hickory, NC",28602,(828) 209-8950,https://vintagecitync.com,https://www.usachurches.org/church/vintage-city-church.htm,453368357,PO BOX 476,HICKORY,NC,28603-0476
One Harbor Church,Non-Denominational / Independent,Other Churches,"1305 Arendell St, Morehead City, NC 28557","1305 Arendell St, Morehead City, NC",28557,(252) 422-2899,https://oneharborchurch.com,https://www.usachurches.org/church/one-harbor-church.htm,271968751,PO BOX 1977,MOREHEAD CITY,NC,28557-1977
Seasons of Life Church,Non-Denominational / Independent,Other Churches,"1988 Hummingbird Circle, Middletown, OH 45044","1988 Hummingbird Circle, Middletown, OH",45044,(513) 649-0520,,https://www.usachurches.org/church/seasons-of-life-church.htm,205412568,23 W PLEASANT ST,SPRINGFIELD,OH,45506-2278
Cornerstone Christian Church,Non-Denominational / Independent,Other Churches,"20601 Rotunda Dr., Dearborn, MI 48124","20601 Rotunda Dr., Dearborn, MI",48124,(313) 383-4506,,https://www.usachurches.org/church/cornerstone-christian-church-dearborn.htm,382452916,PO BOX 2206,ANN ARBOR,MI,48106-2206
Heritage of Faith Family Church,Non-Denominational / Independent,Other Churches,"101 S Greenfield Rd, Gilbert, AZ 85296","101 S Greenfield Rd, Gilbert, AZ",85296,(480) 331-8714,https://hoffconline.org,https://www.usachurches.org/church/heritage-of-faith-family-church.htm,812460967,1306 S 9TH AVE,PHOENIX,AZ,85007-3921
Victor Community Church,Non-Denominational / Independent,Other Churches,"7493 Route 96, Victor, NY 14564","7493 Route 96, Victor, NY",14564,(585) 993-8248,https://victorcommunitychurch.com,https://www.usachurches.org/church/victor-community-church.htm,166068442,46378 STATE HIGHWAY 10,DELHI,NY,13753-3374
LifeChurch of Morris,Non-Denominational / Independent,Other Churches,"4040 Division St, Morris, IL 60450","4040 Division St, Morris, IL",60450,(815) 318-5469,,https://www.usachurches.org/church/lifechurch-of-morris.htm,237076795,455 W SOUTHMOR RD,MORRIS,IL,60450-8168
Praise Church,Non-Denominational / Independent,Other Churches,"770 Cary Towne Blvd, Cary, NC 27513","770 Cary Towne Blvd, Cary, NC",27513,(919) 946-2940,,https://www.usachurches.org/church/praise-church.htm,562122454,PO BOX 3116,MORGANTON,NC,28680-3116
Open Grace Bible Fellowship,Non-Denominational / Independent,Other Churches,"2736 Academy Place, Colorado Springs, CO 80909","2736 Academy Place, Colorado Springs, CO",80909,(719) 649-2827,,https://www.usachurches.org/church/open-grace-bible-fellowship.htm,680670336,15559 COUNTY ROAD 2,BRIGHTON,CO,80603-9706
ONE Community Church,Non-Denominational / Independent,Other Churches,"33622 N Mountain Vista Blvd, Queen Creek, AZ 85242","33622 N Mountain Vista Blvd, Queen Creek, AZ",85242,(480) 383-9393,https://discoverone.net,https://www.usachurches.org/church/one-community-church.htm,205191072,35244 N TRICA RD,QUEEN CREEK,AZ,85144-8781
"Lighthouse Temple of God Ministries, Inc.",Non-Denominational / Independent,Other Churches,"1009 Davis Hwy, Mineral, VA 23117","1009 Davis Hwy, Mineral, VA",23117,(540) 223-2450,,https://www.usachurches.org/church/lighthouse-temple-of-god-ministries-inc.htm,113454739,1518 RIVER TREE DR APT 103,CHESTER,VA,23836-6106
"Cove Church, Statesville Campus",Non-Denominational / Independent,Other Churches,"474 North Center St, Statesville , NC 28677","474 North Center St, Statesville, NC",28677,(704) 655-3000,https://covechurch.org,https://www.usachurches.org/church/cove-church-statesville-campus.htm,562093628,PO BOX 3034,MOORESVILLE,NC,28117-3034
Shachah Ministries,Non-Denominational / Independent,Other Churches,"611 at Stadden Rd, Tannersville, PA 18372","611 at Stadden Rd, Tannersville, PA",18372,,,https://www.usachurches.org/church/shachah-ministries.htm,050551183,868 MERCER GROVE CITY RD,MERCER,PA,16137-5528
My Community Church,Non-Denominational / Independent,Other Churches,"39 (1282 N Main St, Marion, OH 43302","39 (1282 N Main St, Marion, OH",43302,(740) 244-0232,,https://www.usachurches.org/church/my-community-church.htm,851167052,106 S CLEVELAND AVE,MOGADORE,OH,44260-1443
The Edge,Non-Denominational / Independent,Other Churches,"11530 Langdon Rd, Angier, NC 27501","11530 Langdon Rd, Angier, NC",27501,(910) 897-4546,,https://www.usachurches.org/church/the-edge.htm,203571025,101 LAKE RIDGE DR,GOLDSBORO,NC,27530-7984
The Atonement of Christ Ministries,Non-Denominational / Independent,Other Churches,"3000 Cumberland Blvd, Suite D, Atlanta, GA 30339","3000 Cumberland Blvd, Suite D, Atlanta, GA",30339,(770) 548-9808,,https://www.usachurches.org/church/the-atonement-of-christ-ministries.htm,261922718,PO BOX 94674,ATLANTA,GA,30377-1674
Spirit of Truth Christian Center,Non-Denominational / Independent,Other Churches,"3501 Chicago Ave S, Minneapolis, MN 55407","3501 Chicago Ave S, Minneapolis, MN",55407,(612) 267-0175,,https://www.usachurches.org/church/spirit-of-truth-christian-center.htm,161626943,4737 2ND AVE S,MINNEAPOLIS,MN,55419-5608
Jubilee Church,Non-Denominational / Independent,Other Churches,"6003 Woodway Drive, Woodway, TX 76712","6003 Woodway Drive, Woodway, TX",76712,(254) 729-2823,,https://www.usachurches.org/church/jubilee-church.htm,202659845,723 DENNIS ST,DIBOLL,TX,75941-2201
Overflow Church,Non-Denominational / Independent,Other Churches,"3730 W College Ave, Appleton, WI 54914","3730 W College Ave, Appleton, WI",54914,(920) 380-0580,,https://www.usachurches.org/church/overflow-church.htm,200655547,2308 E BELLEVIEW PL,MILWAUKEE,WI,53211-4101
Jesus Saves Christian Center,Non-Denominational / Independent,Other Churches,"6360 Oxon Hill Road, Oxon Hill, MD 20745","6360 Oxon Hill Road, Oxon Hill, MD",20745,(301) 292-5979,https://jscconline.org,https://www.usachurches.org/church/jesus-saves-christian-center.htm,522291237,301 BOGOTA DR,FT WASHINGTON,MD,20744-5110
Pursuit of Purpose Church,Non-Denominational / Independent,Other Churches,"2815 Akers Mill Road, Atlanta, GA 30339","2815 Akers Mill Road, Atlanta, GA",30339,(770) 595-6994,,https://www.usachurches.org/church/pursuit-of-purpose-church.htm,923054858,1809 MARCELINA LN,MCDONOUGH,GA,30253-2200
Nashua Christian Fellowship,Non-Denominational / Independent,Other Churches,"130 Spit Brook Rd, Nashua, NH 03062","130 Spit Brook Rd, Nashua, NH",03062,(781) 223-0082,,https://www.usachurches.org/church/nashua-christian-fellowship.htm,020309725,1386 MEREDITH CENTER RD,LACONIA,NH,03246-1408
Divine Power Outreach Ministries,Non-Denominational / Independent,Other Churches,"1617 No. Route 83, Round Lake Beach, IL 60073","1617 No. Route 83, Round Lake Beach, IL",60073,(847) 757-4824,,https://www.usachurches.org/church/divine-power-outreach-ministries.htm,273182898,4701 W LAKE ST,CHICAGO,IL,60644-2710
Calvary Faith Fellowship,Non-Denominational / Independent,Other Churches,"00 PM for worship services. We meet at Eastgate Holiday Inn and Convention Center (4501 Eastgate Boulevard, Cincinnati, OH 45245","00 PM for worship services. We meet at Eastgate Holiday Inn and Convention Center (4501 Eastgate Boulevard, Cincinnati, OH",45245,(513) 659-0135,,https://www.usachurches.org/church/calvary-caith-fellowship.htm,882561625,1801 WESTPORT DR,KINGS MILLS,OH,45034-9736
Open Door Community Church,Non-Denominational / Independent,Other Churches,"339 NW Sherman St, Sheridan, OR 97378","339 NW Sherman St, Sheridan, OR",97378,(503) 843-6736,,https://www.usachurches.org/church/open-door-community-church.htm,930849750,PO BOX 344,AURORA,OR,97002-0344
The Source World Wide Ministries,Non-Denominational / Independent,Other Churches,"145 Park Avenue, Orange Park, FL 32073","145 Park Avenue, Orange Park, FL",32073,(904) 483-1710,,https://www.usachurches.org/church/the-source-world-wide-ministries.htm,203581432,2220 E IRLO BRONSON MEMORIAL HWY SU,KISSIMMEE,FL,34744-5312
Christian Hill Church,Non-Denominational / Independent,Other Churches,"11850 West State Road 84, Suite A16, Davie, FL 33325","11850 West State Road 84, Suite A16, Davie, FL",33325,(954) 812-4324,,https://www.usachurches.org/church/christian-hill-church.htm,474084444,PO BOX 3028,ARCADIA,FL,34265-3028
New Life Church,Non-Denominational / Independent,Other Churches,"3460 South McCall Road, Englewood, FL 34224","3460 South McCall Road, Englewood, FL",34224,(941) 214-8270,,https://www.usachurches.org/church/new-life-church-port-charlotte.htm,591723098,822 GARNET ST,PENSACOLA,FL,32505-6930
Eternity Church,Non-Denominational / Independent,Other Churches,"305 Rudolph Rd, Salisbury, NC 28147","305 Rudolph Rd, Salisbury, NC",28147,(704) 762-1463,,https://www.usachurches.org/church/eternity-church.htm,364357705,166 PROCTOR DR,SALISBURY,NC,28147-8750
The Villa Chapel,Non-Denominational / Independent,Other Churches,"1201 Museum Road, Reading, PA 19611","1201 Museum Road, Reading, PA",19611,(610) 376-1074,,https://www.usachurches.org/church/the-villa-chapel.htm,251328340,RD 9 BOX 184,CHAMBERSBURG,PA,17201-0000
Citywide Christian Fellowship,Non-Denominational / Independent,Other Churches,"2914 East 32nd Street #301, Joplin, MO 64804","2914 East 32nd Street #301, Joplin, MO",64804,(417) 396-0193,,https://www.usachurches.org/church/citywide-christian-fellowship.htm,237281852,PO BOX 771,MEXICO,MO,65265-0771
Living Hope Church,Sovereign Grace Ministries,Other Churches,"12605 Heming Ln, Bowie, MD 20716","12605 Heming Ln, Bowie, MD",20716,(301) 520-6189,https://livinghopebowie.org,https://www.usachurches.org/church/living-hope-church-bowie.htm,262774364,6120 DAYLONG LN STE 8,CLARKSVILLE,MD,21029-1695
Christ Our Redeemer Church,Sovereign Grace Ministries,Other Churches,"2206 NW 99th St, Vancouver, WA 98665","2206 NW 99th St, Vancouver, WA",98665,(360) 213-5325,,https://www.usachurches.org/church/christ-our-redeemer-church.htm,911340159,10411 234TH AVE E,BUCKLEY,WA,98321-8795
Providence Church,Sovereign Grace Ministries,Other Churches,"2807 Bethel Church Road, Bethel Park, PA 95662","2807 Bethel Church Road, Bethel Park, PA",95662,(412) 942-1000,https://provchurch.org,https://www.usachurches.org/church/providence-church-pittsburgh.htm,113783167,2401 BROAD AVE,ALTOONA,PA,16601-1939
Radiant Life Church,Assemblies of God,Pentecostal Churches,"7055 Avery Rd, Dublin, OH 43017","7055 Avery Rd, Dublin, OH",43017,(614) 889-8364,https://radiant.family,https://www.usachurches.org/church/radiant-life-church.htm,834373171,PO BOX 815,GREENVILLE,OH,45331-0815
Victory Outreach Brooklyn,Assemblies of God,Pentecostal Churches,"503 School of Discovery and Exploration (330 59th St, Brooklyn, NY 11220","503 School of Discovery and Exploration (330 59th St, Brooklyn, NY",11220,(718) 768-3638,https://vobrooklyn.org,https://www.usachurches.org/church/victory-outreach-brooklyn.htm,593820067,430 PULASKI ST # 1,BROOKLYN,NY,11221-2311
Freedom Worship Center,Assemblies of God,Pentecostal Churches,"103 Highland Ave, Lake Como, FL 32181","103 Highland Ave, Lake Como, FL",32181,(396) 937-3484,,https://www.usachurches.org/church/freedom-worship-center-pomona-park.htm,593491826,3005 W COLUMBUS DR,TAMPA,FL,33607-2252
Living Church,Assemblies of God,Pentecostal Churches,"570 N Walnut Creek, Mansfield, TX 76063","570 N Walnut Creek, Mansfield, TX",76063,(817) 405-0508,https://livingchurch.com,https://www.usachurches.org/church/living-church.htm,134222990,PO BOX 2092,MCKINNEY,TX,75070-8164
Jesus Christ Ministries - AG,Assemblies of God,Pentecostal Churches,"810 Broad St, Clifton, NJ 07013","810 Broad St, Clifton, NJ",07013,(973) 458-1686,https://jcmchurch.com,https://www.usachurches.org/church/jesus-christ-ministries-ag.htm,475657072,9 LONGVIEW DR,BORDENTOWN,NJ,08505-4743
River of Life Fellowship Ministries,Assemblies of God,Pentecostal Churches,"625 Barefoot Blvd, Sebastian, FL 32976","625 Barefoot Blvd, Sebastian, FL",32976,(772) 571-7617,,https://www.usachurches.org/church/river-of-life-fellowship-ministries.htm,593728616,PO BOX 537,ROSELAND,FL,32957-0537
Faith Chapel Assembly of God,Assemblies of God,Pentecostal Churches,"6747 Keats Rd, O'Fallon, MO 63368","6747 Keats Rd, O'Fallon, MO",63368,(636) 300-0700,https://faithchapelag.com,https://www.usachurches.org/church/faith-chapel-assembly-of-god.htm,431790474,6747 KEATS RD,O FALLON,MO,63368-8203
Ekklesia Christian Life Fellowship,Assemblies of God,Pentecostal Churches,"2001 Bryant Rd, Lexington, KY 40509","2001 Bryant Rd, Lexington, KY",40509,(859) 543-9600,https://ekk-lex.org,https://www.usachurches.org/church/ekklesia-christian-life-fellowship.htm,611357903,3777 PARK RIDGE LN,LEXINGTON,KY,40509-2939
The Bridge,Assemblies of God,Pentecostal Churches,"22919 St. Francis Blvd NW, St. Francis, MN 55070","22919 St. Francis Blvd NW, St. Francis, MN",55070,(763) 516-5995,https://sfbridge.org,https://www.usachurches.org/church/the-bridge.htm,364668974,6443 NORRIS LAKE RD NW,ELK RIVER,MN,55330-8405
43 Assembly of God,Assemblies of God,Pentecostal Churches,"3410 Big Pine Dr, Van Buren, AR 72956","3410 Big Pine Dr, Van Buren, AR",72956,(479) 471-1110,https://43assemblyofgod.com,https://www.usachurches.org/church/43-assembly-of-god.htm,710567468,3410 BIG PINE DR,VAN BUREN,AR,72956-6777
Harvest Church,Assemblies of God,Pentecostal Churches,"416 Perlite, Henderson, NV 89015","416 Perlite, Henderson, NV",89015,(702) 313-8000,,https://www.usachurches.org/church/harvest-church-henderson.htm,452515941,5641 WOODS CROSSING ST,LAS VEGAS,NV,89148-7626
Lifetree Community Church,Assemblies of God,Pentecostal Churches,"10 AM on Sundays at the Sharon Elementary School (234 Sharon Road, Robbinsville, NJ 08691","10 AM on Sundays at the Sharon Elementary School (234 Sharon Road, Robbinsville, NJ",08691,(609) 610-7374,https://lifetreecc.com,https://www.usachurches.org/church/lifetree-community-church.htm,272041586,PO BOX 516,WINDSOR,NJ,08561-0516
New Hope Assembly of God,Assemblies of God,Pentecostal Churches,"10603 California Ave., Hayward, WI 54843","10603 California Ave., Hayward, WI",54843,(715) 634-7087,,https://www.usachurches.org/church/new-hope-assembly-of-god-hayward.htm,391421574,318 S 7TH ST,CORNELL,WI,54732-8182
Central Vineyard,Association of Vineyard Churches,Pentecostal Churches,"100 Arcadia Ave, Columbus, OH 43202","100 Arcadia Ave, Columbus, OH",43202,(614) 327-5778,https://centralvineyard.com,https://www.usachurches.org/church/central-vineyard-columbus.htm,432051891,2632 SUMMIT ST,COLUMBUS,OH,43202-2435
Hope Vineyard Community Church,Association of Vineyard Churches,Pentecostal Churches,"00 AM on Sunday mornings at Canyon Springs Community Elementary School located at 19059 Vicci St, Santa Clarita, CA 91351","00 AM on Sunday mornings at Canyon Springs Community Elementary School located at 19059 Vicci St, Santa Clarita, CA",91351,(661) 251-8340,https://hopevineyard.com,https://www.usachurches.org/church/hope-vineyard-community-church.htm,911799223,203 PROVIDENCE PL,VACAVILLE,CA,95687-6743
Vineyard Trailblazers Church of State College,Association of Vineyard Churches,Pentecostal Churches,"424 West Pine Grove Rd, Pine Grove Mills, PA 16868","424 West Pine Grove Rd, Pine Grove Mills, PA",16868,(814) 826-4801,https://tblz.org,https://www.usachurches.org/church/vineyardtrailblazerschurchofstatecollege.htm,922677740,271 SYCAMORE DR,STATE COLLEGE,PA,16801-2544
Jacob's Well Vineyard Church,Association of Vineyard Churches,Pentecostal Churches,"4606 Erie Avenue, Cincinnati, OH 45227","4606 Erie Avenue, Cincinnati, OH",45227,(513) 374-8463,,https://www.usachurches.org/church/jacobs-well-vineyard-church.htm,203462113,1355 COTTONWOOD DR,MILFORD,OH,45150-2418
Calvary Chapel Eagle,Calvary Chapel,Pentecostal Churches,"839 N Linder Rd, Eagle, ID 83616","839 N Linder Rd, Eagle, ID",83616,(208) 891-2635,https://cceagle.org,https://www.usachurches.org/church/calvary-chapel-eagle.htm,451661482,372 S EAGLE ROAD 355,EAGLE,ID,83616-5908
Calvary Fayette,Calvary Chapel,Pentecostal Churches,"865 Senoia Rd, Ste C, Tyrone, GA 30290","865 Senoia Rd, Ste C, Tyrone, GA",30290,(678) 364-0463,,https://www.usachurches.org/church/calvary-fayette.htm,208806219,3633 PEACH ORCHRD RD,AUGUSTA,GA,30906-8958
Horizon Christian Fellowship,Calvary Chapel,Pentecostal Churches,"9191 Gramercy Dr, San Diego, CA 92123","9191 Gramercy Dr, San Diego, CA",92123,(858) 277-4991,https://hcf.org,https://www.usachurches.org/church/horizon-christian-fellowship.htm,237434712,PO BOX 231150,SAN DIEGO,CA,92193-1150
Calvary Chapel San Clemente,Calvary Chapel,Pentecostal Churches,"1130 Avenida Talega, San Clemente, CA 92673","1130 Avenida Talega, San Clemente, CA",92673,(949) 228-9117,https://calvarysanclemente.org,https://www.usachurches.org/church/calvary-chapel-san-clemente.htm,330168318,1771 E PALOMAR ST,CHULA VISTA,CA,91913-1719
Calvary Chapel North Whittier,Calvary Chapel,Pentecostal Churches,"4030 Workman Mill Rd, Whittier, CA 90601","4030 Workman Mill Rd, Whittier, CA",90601,(626) 600-6227,,https://www.usachurches.org/church/calvary-chapel-north-whittier.htm,942673818,613 BOGUE RD,YUBA CITY,CA,95991-9223
